StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1,2,3,4,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13
2023-12-01 12:58:19,2023-12-01 13:00:32,IP Address,146.70.104.54,100,133,True,2023-12-01 13:00:32,R_DosXaGAoyoCG8MN,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat comfortable,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-01 13:00:38,2023-12-01 13:02:46,IP Address,146.70.104.54,100,128,True,2023-12-01 13:02:46,R_3KMY8ti2G40wsp8,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-01 13:02:52,2023-12-01 13:05:28,IP Address,146.70.104.54,100,156,True,2023-12-01 13:05:28,R_3Mm4Nqkb7OPbJfK,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
2023-12-01 13:05:37,2023-12-01 13:08:55,IP Address,146.70.104.54,100,197,True,2023-12-01 13:08:55,R_3UjGlmou7Dy2LAt,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Employed Full-Time,Daily,None at all,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree
2023-12-01 13:09:00,2023-12-01 13:13:18,IP Address,146.70.104.54,100,257,True,2023-12-01 13:13:18,R_1jdObdUS7GnJMjf,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,None at all,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Extremely comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-01 13:13:21,2023-12-01 13:15:31,IP Address,146.70.104.54,100,130,True,2023-12-01 13:15:32,R_1CD841on0KGawhi,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat adequate,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree
2023-12-01 13:21:13,2023-12-01 13:25:19,IP Address,146.70.95.139,100,246,True,2023-12-01 13:25:20,R_31TLC5DKH5G9OtD,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Employed Full-Time,Daily,A great deal,Somewhat inadequate,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat comfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-01 13:25:32,2023-12-01 13:27:27,IP Address,146.70.104.54,100,114,True,2023-12-01 13:27:28,R_3F3ClvuhY7jnIAT,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree
2023-12-01 13:27:39,2023-12-01 13:30:25,IP Address,146.70.104.54,100,165,True,2023-12-01 13:30:25,R_1OW6IDkr5t4nTxR,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,High School Graduate,Employed Part-Time,Weekly,A moderate amount,Somewhat adequate,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree
2023-12-01 13:31:17,2023-12-01 13:59:06,IP Address,146.70.104.54,100,1668,True,2023-12-01 13:59:06,R_1DLRhDsYbm5BNLe,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Master's Degree,Retired,Daily,A great deal,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree
2023-12-01 13:59:14,2023-12-01 14:01:39,IP Address,146.70.104.54,100,144,True,2023-12-01 14:01:39,R_3QF2ejS8nLPGd8S,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Strongly agree,Somewhat agree,Somewhat comfortable,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree
2023-12-01 14:02:13,2023-12-01 14:10:28,IP Address,146.70.104.54,100,494,True,2023-12-01 14:10:29,R_2QxGSqp3WkGi73n,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree
2023-12-01 14:10:38,2023-12-01 14:25:33,IP Address,146.70.104.54,100,895,True,2023-12-01 14:25:34,R_Wp49fbeZHql3Yyt,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-01 14:25:37,2023-12-01 14:27:38,IP Address,146.70.104.54,100,121,True,2023-12-01 14:27:39,R_1FbtlLtzRUU6AyC,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-01 14:27:41,2023-12-01 14:30:58,IP Address,146.70.104.54,100,197,True,2023-12-01 14:30:58,R_QiyMakpZL0xpXNL,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
2023-12-01 18:31:35,2023-12-01 18:33:40,IP Address,89.47.62.104,100,124,True,2023-12-01 18:33:41,R_81ydR5zkmnwbPa1,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat inadequate,Somewhat agree,Somewhat agree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-12-01 18:35:42,2023-12-01 18:37:44,IP Address,89.47.62.104,100,122,True,2023-12-01 18:37:44,R_2dLtTRNl9LRi03I,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Somewhat disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-12-01 18:37:48,2023-12-01 18:39:19,IP Address,89.47.62.104,100,90,True,2023-12-01 18:39:19,R_2tJeyk7aOLFW1bc,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Male,High School Graduate,Unemployed,Weekly,A lot,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-12-01 18:39:23,2023-12-01 18:41:20,IP Address,89.47.62.104,100,117,True,2023-12-01 18:41:21,R_8ekyw8fflIaAZnX,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree
2023-12-01 18:41:26,2023-12-01 18:43:09,IP Address,89.47.62.104,100,103,True,2023-12-01 18:43:10,R_22KpAwFmdvCnRR5,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A great deal,Somewhat adequate,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
2023-12-01 18:43:13,2023-12-01 18:45:03,IP Address,89.47.62.104,100,109,True,2023-12-01 18:45:03,R_3RwQjbotHFV1c0W,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Neither adequate nor inadequate,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat uncomfortable,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-12-01 18:45:07,2023-12-01 18:51:36,IP Address,146.70.95.151,100,389,True,2023-12-01 18:51:37,R_3EGf2hBuh7LbcAO,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Weekly,A little,Extremely inadequate,Somewhat agree,Somewhat disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-01 18:51:41,2023-12-01 18:54:24,IP Address,217.138.254.73,100,163,True,2023-12-01 18:54:25,R_3HixMj20SevxnER,,,,,51.4964,-0.1224,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Master's Degree,Employed Full-Time,Daily,None at all,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree
2023-12-01 18:54:38,2023-12-01 20:16:42,IP Address,89.47.62.104,43,4924,False,2023-12-08 20:16:49,R_2z76qgpLJq0upGQ,,,,,,,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",18-24,Female,High School Graduate,Employed Part-Time,Weekly,,,,,,,,,,,,,
2023-12-09 11:18:08,2023-12-09 11:21:49,IP Address,146.70.104.19,100,221,True,2023-12-09 11:21:50,R_2BA1n1ZaPkzaXNV,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Part-Time,Daily,A little,Somewhat inadequate,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree
2023-12-09 11:22:00,2023-12-09 11:23:56,IP Address,146.70.104.19,100,115,True,2023-12-09 11:23:56,R_3g0flCdiCYwsJzv,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat uncomfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-09 11:24:01,2023-12-09 11:26:06,IP Address,146.70.104.19,100,125,True,2023-12-09 11:26:06,R_7VEfJ9ebvK0REFr,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A lot,Neither adequate nor inadequate,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat comfortable,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-12-09 11:26:10,2023-12-09 11:27:40,IP Address,146.70.104.19,100,90,True,2023-12-09 11:27:41,R_Q662qu3Lk1w5yQF,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Female,Master's Degree,Employed Full-Time,Daily,A lot,Somewhat inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-09 11:27:44,2023-12-09 11:29:21,IP Address,146.70.104.19,100,96,True,2023-12-09 11:29:21,R_1K2aJHQR7LV2WlY,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Weekly,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat uncomfortable,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
2023-12-09 11:29:30,2023-12-09 11:31:29,IP Address,146.70.104.19,100,118,True,2023-12-09 11:31:30,R_87djqHWGkBSrgm5,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree
2023-12-09 11:31:34,2023-12-09 11:33:13,IP Address,146.70.104.19,100,99,True,2023-12-09 11:33:14,R_SNQIvilGEscpHTb,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree
2023-12-09 11:33:16,2023-12-09 11:35:10,IP Address,146.70.104.19,100,114,True,2023-12-09 11:35:11,R_2cnZykUQTThWknN,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A moderate amount,Somewhat adequate,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat uncomfortable,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-12-09 11:36:42,2023-12-09 11:38:17,IP Address,146.70.95.136,100,95,True,2023-12-09 11:38:18,R_7aGLgmVb7bT8au5,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Male,Master's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat comfortable,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree
2023-12-09 11:38:21,2023-12-09 11:40:15,IP Address,146.70.95.136,100,114,True,2023-12-09 11:40:16,R_3et8iGd6juxtML2,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat comfortable,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree
2023-12-09 11:40:20,2023-12-09 11:41:44,IP Address,146.70.104.19,100,83,True,2023-12-09 11:41:44,R_1MiKkpb1PtyWfuh,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Male,Master's Degree,Employed Full-Time,Daily,A little,Somewhat adequate,Somewhat agree,Strongly agree,Somewhat agree,Somewhat comfortable,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-12-09 11:41:47,2023-12-09 11:43:46,IP Address,146.70.104.19,100,118,True,2023-12-09 11:43:47,R_xzQnhg4OYho721j,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",35-44,Female,Master's Degree,Employed Full-Time,Daily,A moderate amount,Neither adequate nor inadequate,Somewhat agree,Somewhat disagree,Somewhat agree,Neither comfortable nor uncomfortable,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree
2023-12-09 11:43:51,2023-12-09 11:45:13,IP Address,146.70.104.19,100,81,True,2023-12-09 11:45:13,R_1d5LwhrfTGbNixo,,,,,51.5064,-0.02,anonymous,EN,"Yes, I agree","Yes, I agree","Yes, I agree","Yes, I agree",25-34,Female,Bachelor's Degree,Employed Full-Time,Daily,A little,Somewhat inadequate,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither comfortable nor uncomfortable,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree
